   0,1479178800,    0,    0
   1,1479182400,    0,    0
   2,1479186000,    0,    0
   3,1479189600,    0,    0
   4,1479193200,    0,    0
   5,1479196800,    0,    0
   6,1479200400,    0,    0
   7,1479204000,    0,    0
   8,1479207600,    0,    0
   9,1479211200,    0,    0
  10,1479214800,    0,    0
  11,1479218400,    0,    0
  12,1479222000,    0,    0
  13,1479225600,    0,    0
  14,1479229200,    0,    0
  15,1479232800,    0,    0
  16,1479236400,    0,    0
  17,1479240000,    0,    0
  18,1479243600,    0,    0
  19,1479247200,    0,    0
  20,1479250800,    0,    0
  21,1479254400,    0,    0
  22,1479258000,    0,    0
  23,1479261600,    0,    0
  24,1479265200,    0,    0
  25,1479268800,    0,    0
  26,1479272400,    0,    0
  27,1479276000,    0,    0
  28,1479279600,    0,    0
  29,1479283200,    0,    0
  30,1479286800,    0,    0
  31,1479290400,    0,    0
  32,1479294000,    0,    0
  33,1479297600,    0,    0
  34,1479301200,    0,    0
  35,1479304800,    0,    0
  36,1479308400,    0,    0
  37,1479312000,    0,    0
  38,1479315600,    0,    0
  39,1479319200,    0,    0
  40,1479322800,    0,    0
  41,1479326400,    0,    0
  42,1479330000,    0,    0
  43,1479333600,    0,    0
  44,1479337200,    0,    0
  45,1479340800,    0,    0
  46,1479344400,    0,    0
  47,1479348000,    0,    0
  48,1479351600,    0,    0
  49,1479355200,    0,    0
  50,1479358800,    0,    0
  51,1479362400,    0,    0
  52,1479366000,    0,    0
  53,1479369600,    0,    0
  54,1479373200,    0,    0
  55,1479376800,    0,    0
  56,1479380400,    0,    0
  57,1479384000,    0,    0
  58,1479387600,    0,    0
  59,1479391200,    0,    0
  60,1479394800,    0,    0
  61,1479398400,    0,    0
  62,1479402000,    0,    0
  63,1479405600,    0,    0
  64,1479409200,    0,    0
  65,1479412800,    0,    0
  66,1479416400,    0,    0
  67,1479420000,    0,    0
  68,1479423600,    0,    0
  69,1479427200,    0,    0
  70,1479430800,    0,    0
  71,1479434400,    0,    0
  72,1479438000,    0,    0
  73,1479441600,    0,    0
  74,1479445200,    0,    0
  75,1479448800,    0,    0
  76,1479452400,    0,    0
  77,1479456000,    0,    0
  78,1479459600,    0,    0
  79,1479463200,    0,    0
  80,1479466800,    0,    0
  81,1479470400,    0,    0
  82,1479474000,    0,    0
  83,1479477600,    0,    0
  84,1479481200,    0,    0
  85,1479484800,    0,    0
  86,1479488400,    0,    0
  87,1479492000,    0,    0
  88,1479495600,    0,    0
  89,1479499200,    0,    0
  90,1479502800,    0,    0
  91,1479506400,    0,    0
  92,1479510000,    0,    0
  93,1479513600,    0,    0
  94,1479517200,    0,    0
  95,1479520800,    0,    0
  96,1479524400,    0,    0
  97,1479528000,    0,    0
  98,1479531600,    0,    0
  99,1479535200,    0,    0
 100,1479538800,    0,    0
 101,1479542400,    0,    0
 102,1479546000,    0,    0
 103,1479549600,    0,    0
 104,1479553200,    0,    0
 105,1479556800,    0,    0
 106,1479560400,    0,    0
 107,1479564000,    0,    0
 108,1479567600,    0,    0
